城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,车龄
深圳,奥迪A4L 2010款 2.0 TFSI 豪华型,2010,奥迪A4L,12,2,自动,43.31,8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,11
深圳,奥迪A4L 2010款 2.0 TFSI 豪华型,2010,奥迪A4L,12,2,自动,,8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,11
深圳,奥迪A4L 2012款 1.8 TFSI 自动舒适型,2012,奥迪A4L,13,1.8,自动,,9.9,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1610,涡轮增压,4缸,160,250,汽油,95号,直喷,9
深圳,奥迪A4L 2012款 1.8 TFSI 自动舒适型,2012,奥迪A4L,13,1.8,自动,31.59,9.9,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1610,涡轮增压,4缸,160,250,汽油,95号,直喷,9
深圳,奥迪A4L 2009款 2.0 TFSI 标准型,2009,奥迪A4L,8.07,2,自动,,8.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,12
沈阳,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,11.12,2,自动,9.22,14.3,国五,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
苏州,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,15.5,2,自动,,9.58,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
苏州,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,15.5,2,自动,33.63,9.58,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
唐山,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,6.9,2,自动,14.85,14.2,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
天津,奥迪A4L 2011款 2.0 TFSI 舒适型,2011,奥迪A4L,8.6,2,自动,35.81,9.3,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
天津,奥迪A4L 2011款 2.0 TFSI 舒适型,2011,奥迪A4L,8.6,2,自动,,9.3,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
天津,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,9.3,2,自动,,13.2,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
天津,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,9.3,2,自动,33.63,13.2,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
天津,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,15,2,自动,,9.5,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
天津,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,15,2,自动,33.63,9.5,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
天津,奥迪A4L 2012款 2.0 TFSI 自动标准型,2012,奥迪A4L,15.9,2,自动,,10.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,9
西安,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,4.96,2,自动,9.96,14.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
长春,奥迪A4L 2010款 2.0 TFSI 标准型,2010,奥迪A4L,10.8,2,自动,,8.88,国四,4,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,11
长春,奥迪A4L 2010款 2.0 TFSI 标准型,2010,奥迪A4L,10.8,2,自动,33.63,8.88,国四,4,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,11
长春,奥迪A4L 2009款 2.0 TFSI 舒适型,2009,奥迪A4L,11,2,自动,,7.4,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,12
长沙,奥迪A4L 2012款 2.0 TFSI 自动标准型,2012,奥迪A4L,10,2,自动,,10.58,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,9
长沙,奥迪A4L 2012款 2.0 TFSI 自动标准型,2012,奥迪A4L,10,2,自动,33.63,10.58,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,9
郑州,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,8.57,2,自动,,13.9,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
郑州,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,8.57,2,自动,35.81,13.9,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
郑州,奥迪A4L 2016款 35 TFSI 自动舒适型,2016,奥迪A4L,4.96,2,自动,13,17,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,混合喷射,5
沈阳,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,11.12,2,自动,33.63,14.3,国五,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
深圳,奥迪A4L 2009款 2.0 TFSI 标准型,2009,奥迪A4L,8.07,2,自动,32.43,8.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,12
唐山,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,6.9,2,自动,33.63,14.2,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
南京,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,12.79,2,自动,33.63,9.58,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
郑州,奥迪A4L 2016款 35 TFSI 自动舒适型,2016,奥迪A4L,4.96,2,自动,36.14,17,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,混合喷射,5
福州,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,10.55,2,自动,35.81,12.99,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
呼和,奥迪A4L 2012款 2.0 TFSI 自动标准型,2012,奥迪A4L,9.11,2,自动,33.63,9.9,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,9
齐齐,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,7.77,2,自动,33.63,9.7,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
郑州,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,8.57,2,自动,35.81,13.9,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
宁波,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,15.63,2,自动,33.63,12,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
西安,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,4.96,2,自动,35.81,14.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
福州,奥迪A4L 2013款 35 TFSI 自动舒适型,2013,奥迪A4L,8.7,2,自动,35.81,12.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
德州,奥迪A4L 2015款 35 TFSI 自动舒适型,2015,奥迪A4L,7.57,2,自动,36.14,15.9,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,混合喷射,6
南京,奥迪A4L 2011款 2.0 TFSI 标准型,2011,奥迪A4L,8.7,2,自动,33.63,10.2,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4763/1826/1426,2869,480,1615,涡轮增压,4缸,180,320,汽油,95号,直喷,10
郑州,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,9.56,2,自动,33.63,13.2,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
沈阳,奥迪A4L 2013款 35 TFSI 自动标准型,2013,奥迪A4L,11.11,2,自动,33.63,14.3,国四,5,非运营使用性质,私户产权性质,到店服务看车方式,0,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,直喷,8
重庆,奥迪A5 2017款 Sportback 45 TFSI 运动型(进口),2017,奥迪A5,7.21,2,自动,,33,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4760/1843/1386,2831,480,1590,涡轮增压,4缸,252,370,汽油,95号,混合喷射,4
无锡,奥迪A5 2019款 Sportback 40 TFSI 时尚型(进口),2019,奥迪A5,0.82,2,自动,40.36,33.18,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4760/1843/1342,2831,480,1575,涡轮增压,4缸,190,320,汽油,95号,混合喷射,2
北京,奥迪A6 2018款 3.0T allroad quattro(进口),2018,奥迪A6,3.7,3,自动,59.35,48.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4948/1898/1479,2914,565,2000,机械增压,6缸,333,440,汽油,95号,混合喷射,3
北京,奥迪A6 2018款 3.0T allroad quattro(进口),2018,奥迪A6,3.7,3,自动,,48.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4948/1898/1479,2914,565,2000,机械增压,6缸,333,440,汽油,95号,混合喷射,3
北京,奥迪A6 2017款 Avant 40 TFSI 运动型(进口),2017,奥迪A6,5.2,2,自动,49.37,38.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4947/1874/1459,2919,565-1680,1915,涡轮增压,4缸,252,370,汽油,95号,直喷,4
北京,奥迪A6 2017款 Avant 40 TFSI 运动型(进口),2017,奥迪A6,5.2,2,自动,,38.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4947/1874/1459,2919,565-1680,1915,涡轮增压,4缸,252,370,汽油,95号,直喷,4
长春,奥迪A6 2017款 Avant 35 TFSI 时尚型(进口),2017,奥迪A6,5,2.5,自动,45.57,28.1,国五,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4947/1874/1459,2919,565-1680,1785,涡轮增压,4缸,190,320,汽油,95号,直喷,4
长春,奥迪A6 2017款 Avant 35 TFSI 时尚型(进口),2017,奥迪A6,5,2.5,自动,,28.1,国五,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4947/1874/1459,2919,565-1680,1785,涡轮增压,4缸,190,320,汽油,95号,直喷,4
北京,奥迪A6L 2011款 2.4L 豪华型,2011,奥迪A6L,12.5,2.4,自动,58.83,13.1,国四,0,非运营使用性质,公户产权性质,到店服务看车方式,0,5035/1855/1485,2945,501,1755,自然吸气,6缸,177,230,汽油,95号,多点电喷,10
北京,奥迪A6L 2011款 2.4L 豪华型,2011,奥迪A6L,12.5,2.4,自动,,13.1,国四,0,非运营使用性质,公户产权性质,到店服务看车方式,0,5035/1855/1485,2945,501,1755,自然吸气,6缸,177,230,汽油,95号,多点电喷,10
苏州,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,16.81,2,自动,,19.38,国五,3,非运营使用性质,公转私产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
苏州,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,16.81,2,自动,44.48,19.38,国五,3,非运营使用性质,公转私产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
天津,奥迪A6L 2011款 2.0 TFSI 自动标准型,2011,奥迪A6L,18.7,2,自动,,11,国四,6,非运营使用性质,公转私产权性质,到店服务看车方式,0,5035/1855/1485,2945,501,1750,涡轮增压,4缸,170,280,汽油,95号,直喷,10
天津,奥迪A6L 2011款 2.0 TFSI 自动标准型,2011,奥迪A6L,18.7,2,自动,42.32,11,国四,6,非运营使用性质,公转私产权性质,到店服务看车方式,0,5035/1855/1485,2945,501,1750,涡轮增压,4缸,170,280,汽油,95号,直喷,10
郑州,奥迪A6L 2021款 45 TFSI 臻选动感型,2021,奥迪A6L,0.2,2,自动,,40.3,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5050/1886/1475,3024,430,1830,涡轮增压,4缸,224,350,汽油,95号,混合喷射,0
常州,奥迪A6L 2012款 TFSI 舒适型,2012,奥迪A6L,13.19,2,自动,48.48,15.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,9
常州,奥迪A6L 2012款 TFSI 舒适型,2012,奥迪A6L,13.19,2,自动,,15.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,9
大连,奥迪A6L 2015款 TFSI 百纪念智领型,2015,奥迪A6L,10,2,自动,43.22,21.9,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,6
大连,奥迪A6L 2015款 TFSI 百纪念智领型,2015,奥迪A6L,10,2,自动,,21.9,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,6
德州,奥迪A6L 2012款 30 FSI 舒适型,2012,奥迪A6L,14.07,2.5,自动,13.77,17.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
东莞,奥迪A6L 2012款 30 FSI 舒适型,2012,奥迪A6L,10,2.5,自动,,18.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
东莞,奥迪A6L 2012款 30 FSI 舒适型,2012,奥迪A6L,10,2.5,自动,51.3,18.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
杭州,奥迪A6L 2014款 30 FSI 技术型,2014,奥迪A6L,12.92,2.5,自动,14.63,21.6,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,7
深圳,奥迪A6L 2012款 50 TFSI quattro 豪华型,2012,奥迪A6L,12,3,自动,80.61,22.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,2005,机械增压,6缸,299,440,汽油,95号,直喷,9
深圳,奥迪A6L 2012款 50 TFSI quattro 豪华型,2012,奥迪A6L,12,3,自动,,22.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,2005,机械增压,6缸,299,440,汽油,95号,直喷,9
深圳,奥迪A6L 2012款 30 FSI 技术型,2012,奥迪A6L,16.63,2.5,自动,20.27,16.18,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
深圳,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,6.32,2,自动,22.78,19.3,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
唐山,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,8.46,2,自动,33.63,24.9,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
长沙,奥迪A6L 2012款 30 FSI 豪华型,2012,奥迪A6L,11.25,2.5,自动,,19.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
郑州,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,9.35,2,自动,23.86,19.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
重庆,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,13.22,2,自动,24.09,20.69,国五,5,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
郑州,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,9.35,2,自动,44.48,19.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
唐山,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,8.46,2,自动,44.48,24.9,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
深圳,奥迪A6L 2012款 30 FSI 技术型,2012,奥迪A6L,16.63,2.5,自动,46.98,16.18,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
深圳,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,6.32,2,自动,44.48,19.3,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
杭州,奥迪A6L 2014款 30 FSI 技术型,2014,奥迪A6L,12.92,2.5,自动,46.62,21.6,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,7
德州,奥迪A6L 2012款 30 FSI 舒适型,2012,奥迪A6L,14.07,2.5,自动,51.3,17.8,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,9
重庆,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,13.22,2,自动,44.48,20.69,国五,5,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
重庆,奥迪A6L 2014款 TFSI 标准型,2014,奥迪A6L,13.22,2,自动,44.48,20.5,国五,5,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1740,涡轮增压,4缸,180,320,汽油,95号,直喷,7
杭州,奥迪A6L 2014款 30 FSI 技术型,2014,奥迪A6L,12.91,2.5,自动,46.62,21.6,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,7
长沙,奥迪A6L 2014款 30 FSI 豪华型,2014,奥迪A6L,9.26,2.5,自动,54.99,20.18,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5015/1874/1455,3012,460,1800,自然吸气,6缸,190,250,汽油,95号,直喷,7
